universal_name,ticker,CIK,Date Filed,10k_url
Alcoa,AA,0001675149,2022-02-24,https://www.sec.gov/Archives/edgar/data/1675149/0001564590-22-006763.txt
Alcoa,AA,0001675149,2023-02-23,https://www.sec.gov/Archives/edgar/data/1675149/0001564590-23-002319.txt
Alcoa,AA,0001675149,2024-02-21,https://www.sec.gov/Archives/edgar/data/1675149/0000950170-24-018069.txt
Alcoa,AA,0001675149,2025-02-20,https://www.sec.gov/Archives/edgar/data/1675149/0000950170-25-024242.txt
American Airlines Group,AAL,0000006201,2022-02-22,https://www.sec.gov/Archives/edgar/data/6201/0000006201-22-000026.txt
American Airlines Group,AAL,0000006201,2023-02-22,https://www.sec.gov/Archives/edgar/data/6201/0000006201-23-000018.txt
American Airlines Group,AAL,0000006201,2024-02-21,https://www.sec.gov/Archives/edgar/data/6201/0000006201-24-000010.txt
American Airlines Group,AAL,0000006201,2025-02-19,https://www.sec.gov/Archives/edgar/data/6201/0000006201-25-000010.txt
Advance Auto Parts,AAP,0001158449,2022-02-15,https://www.sec.gov/Archives/edgar/data/1158449/0001158449-22-000037.txt
Advance Auto Parts,AAP,0001158449,2023-02-28,https://www.sec.gov/Archives/edgar/data/1158449/0001158449-23-000035.txt
Advance Auto Parts,AAP,0001158449,2024-03-12,https://www.sec.gov/Archives/edgar/data/1158449/0001158449-24-000048.txt
Advance Auto Parts,AAP,0001158449,2025-02-26,https://www.sec.gov/Archives/edgar/data/1158449/0001158449-25-000064.txt
Apple,AAPL,0000320193,2022-10-28,https://www.sec.gov/Archives/edgar/data/320193/0000320193-22-000108.txt
Apple,AAPL,0000320193,2023-11-03,https://www.sec.gov/Archives/edgar/data/320193/0000320193-23-000106.txt
Apple,AAPL,0000320193,2024-11-01,https://www.sec.gov/Archives/edgar/data/320193/0000320193-24-000123.txt
Apple,AAPL,0000320193,2025-10-31,https://www.sec.gov/Archives/edgar/data/320193/0000320193-25-000079.txt
AbbVie,ABBV,0001551152,2022-02-18,https://www.sec.gov/Archives/edgar/data/1551152/0001551152-22-000007.txt
AbbVie,ABBV,0001551152,2023-02-17,https://www.sec.gov/Archives/edgar/data/1551152/0001551152-23-000011.txt
AbbVie,ABBV,0001551152,2024-02-20,https://www.sec.gov/Archives/edgar/data/1551152/0001551152-24-000011.txt
AbbVie,ABBV,0001551152,2025-02-14,https://www.sec.gov/Archives/edgar/data/1551152/0001551152-25-000020.txt
Asbury Automotive Group,ABG,0001144980,2022-03-01,https://www.sec.gov/Archives/edgar/data/1144980/0001144980-22-000079.txt
Asbury Automotive Group,ABG,0001144980,2023-03-01,https://www.sec.gov/Archives/edgar/data/1144980/0001144980-23-000080.txt
Asbury Automotive Group,ABG,0001144980,2024-02-29,https://www.sec.gov/Archives/edgar/data/1144980/0001144980-24-000076.txt
Asbury Automotive Group,ABG,0001144980,2025-02-26,https://www.sec.gov/Archives/edgar/data/1144980/0001144980-25-000077.txt
ABM Industries,ABM,0000771497,2022-12-21,https://www.sec.gov/Archives/edgar/data/771497/0000771497-22-000028.txt
ABM Industries,ABM,0000771497,2023-12-18,https://www.sec.gov/Archives/edgar/data/771497/0000771497-23-000025.txt
ABM Industries,ABM,0000771497,2024-12-19,https://www.sec.gov/Archives/edgar/data/771497/0000771497-24-000029.txt
ABM Industries,ABM,0000771497,2025-12-19,https://www.sec.gov/Archives/edgar/data/771497/0000771497-25-000031.txt
Airbnb,ABNB,0001559720,2022-02-25,https://www.sec.gov/Archives/edgar/data/1559720/0001559720-22-000006.txt
Airbnb,ABNB,0001559720,2023-02-17,https://www.sec.gov/Archives/edgar/data/1559720/0001559720-23-000003.txt
Airbnb,ABNB,0001559720,2024-02-16,https://www.sec.gov/Archives/edgar/data/1559720/0001559720-24-000006.txt
Airbnb,ABNB,0001559720,2025-02-13,https://www.sec.gov/Archives/edgar/data/1559720/0001559720-25-000010.txt
Abbott Laboratories,ABT,0000001800,2022-02-18,https://www.sec.gov/Archives/edgar/data/1800/0001104659-22-025141.txt
Abbott Laboratories,ABT,0000001800,2023-02-17,https://www.sec.gov/Archives/edgar/data/1800/0001628280-23-004026.txt
Abbott Laboratories,ABT,0000001800,2024-02-16,https://www.sec.gov/Archives/edgar/data/1800/0001628280-24-005348.txt
Abbott Laboratories,ABT,0000001800,2025-02-21,https://www.sec.gov/Archives/edgar/data/1800/0001628280-25-007110.txt
Albertsons,ACI,0001646972,2022-04-26,https://www.sec.gov/Archives/edgar/data/1646972/0001646972-22-000031.txt
Albertsons,ACI,0001646972,2023-04-25,https://www.sec.gov/Archives/edgar/data/1646972/0001646972-23-000045.txt
Albertsons,ACI,0001646972,2024-04-22,https://www.sec.gov/Archives/edgar/data/1646972/0001646972-24-000060.txt
Albertsons,ACI,0001646972,2025-04-21,https://www.sec.gov/Archives/edgar/data/1646972/0001646972-25-000052.txt
AECOM,ACM,0000868857,2022-11-17,https://www.sec.gov/Archives/edgar/data/868857/0001104659-22-119637.txt
AECOM,ACM,0000868857,2023-11-15,https://www.sec.gov/Archives/edgar/data/868857/0001104659-23-118329.txt
AECOM,ACM,0000868857,2024-11-19,https://www.sec.gov/Archives/edgar/data/868857/0001410578-24-002030.txt
AECOM,ACM,0000868857,2025-11-19,https://www.sec.gov/Archives/edgar/data/868857/0000868857-25-000013.txt
Adobe,ADBE,0000796343,2022-01-21,https://www.sec.gov/Archives/edgar/data/796343/0000796343-22-000032.txt
Adobe,ADBE,0000796343,2023-01-17,https://www.sec.gov/Archives/edgar/data/796343/0000796343-23-000007.txt
Adobe,ADBE,0000796343,2024-01-17,https://www.sec.gov/Archives/edgar/data/796343/0000796343-24-000006.txt
Adobe,ADBE,0000796343,2025-01-13,https://www.sec.gov/Archives/edgar/data/796343/0000796343-25-000004.txt
Analog Devices,ADI,0000006281,2022-11-22,https://www.sec.gov/Archives/edgar/data/6281/0000006281-22-000250.txt
Analog Devices,ADI,0000006281,2023-11-21,https://www.sec.gov/Archives/edgar/data/6281/0000006281-23-000203.txt
Analog Devices,ADI,0000006281,2024-11-26,https://www.sec.gov/Archives/edgar/data/6281/0000006281-24-000204.txt
Analog Devices,ADI,0000006281,2025-11-25,https://www.sec.gov/Archives/edgar/data/6281/0000006281-25-000153.txt
Archer Daniels Midland,ADM,0000007084,2022-02-17,https://www.sec.gov/Archives/edgar/data/7084/0000007084-22-000008.txt
Archer Daniels Midland,ADM,0000007084,2023-02-14,https://www.sec.gov/Archives/edgar/data/7084/0000007084-23-000010.txt
Archer Daniels Midland,ADM,0000007084,2024-03-12,https://www.sec.gov/Archives/edgar/data/7084/0000007084-24-000009.txt
Archer Daniels Midland,ADM,0000007084,2025-02-20,https://www.sec.gov/Archives/edgar/data/7084/0000007084-25-000011.txt
Automatic Data Processing,ADP,0000008670,2022-08-03,https://www.sec.gov/Archives/edgar/data/8670/0000008670-22-000038.txt
Automatic Data Processing,ADP,0000008670,2023-08-03,https://www.sec.gov/Archives/edgar/data/8670/0000008670-23-000030.txt
Automatic Data Processing,ADP,0000008670,2024-08-07,https://www.sec.gov/Archives/edgar/data/8670/0000008670-24-000024.txt
Automatic Data Processing,ADP,0000008670,2025-08-06,https://www.sec.gov/Archives/edgar/data/8670/0000008670-25-000037.txt
American Electric Power,AEP,0000004904,2022-02-24,https://www.sec.gov/Archives/edgar/data/4904/0000004904-22-000024.txt
American Electric Power,AEP,0000004904,2023-02-23,https://www.sec.gov/Archives/edgar/data/4904/0000004904-23-000011.txt
American Electric Power,AEP,0000004904,2024-02-26,https://www.sec.gov/Archives/edgar/data/4904/0000004904-24-000020.txt
American Electric Power,AEP,0000004904,2025-02-13,https://www.sec.gov/Archives/edgar/data/4904/0000004904-25-000027.txt
AES,AES,0000874761,2022-02-28,https://www.sec.gov/Archives/edgar/data/874761/0000874761-22-000022.txt
AES,AES,0000874761,2023-03-01,https://www.sec.gov/Archives/edgar/data/874761/0000874761-23-000010.txt
AES,AES,0000874761,2024-02-26,https://www.sec.gov/Archives/edgar/data/874761/0000874761-24-000011.txt
AES,AES,0000874761,2025-03-11,https://www.sec.gov/Archives/edgar/data/874761/0000874761-25-000013.txt
American Financial Group,AFG,0001042046,2022-02-25,https://www.sec.gov/Archives/edgar/data/1042046/0001042046-22-000010.txt
American Financial Group,AFG,0001042046,2023-02-24,https://www.sec.gov/Archives/edgar/data/1042046/0001042046-23-000009.txt
American Financial Group,AFG,0001042046,2024-02-23,https://www.sec.gov/Archives/edgar/data/1042046/0001042046-24-000009.txt
American Financial Group,AFG,0001042046,2025-02-25,https://www.sec.gov/Archives/edgar/data/1042046/0001042046-25-000011.txt
Aflac,AFL,0000004977,2022-02-23,https://www.sec.gov/Archives/edgar/data/4977/0000004977-22-000058.txt
Aflac,AFL,0000004977,2023-02-24,https://www.sec.gov/Archives/edgar/data/4977/0000004977-23-000055.txt
Aflac,AFL,0000004977,2024-02-22,https://www.sec.gov/Archives/edgar/data/4977/0000004977-24-000053.txt
Aflac,AFL,0000004977,2025-02-26,https://www.sec.gov/Archives/edgar/data/4977/0000004977-25-000047.txt
AGCO,AGCO,0000880266,2022-02-25,https://www.sec.gov/Archives/edgar/data/880266/0000880266-22-000006.txt
AGCO,AGCO,0000880266,2023-03-01,https://www.sec.gov/Archives/edgar/data/880266/0000880266-23-000010.txt
AGCO,AGCO,0000880266,2024-02-27,https://www.sec.gov/Archives/edgar/data/880266/0000880266-24-000013.txt
AGCO,AGCO,0000880266,2025-02-24,https://www.sec.gov/Archives/edgar/data/880266/0000880266-25-000011.txt
American International Group,AIG,0000005272,2022-02-17,https://www.sec.gov/Archives/edgar/data/5272/0001104659-22-024701.txt
American International Group,AIG,0000005272,2023-02-17,https://www.sec.gov/Archives/edgar/data/5272/0000005272-23-000007.txt
American International Group,AIG,0000005272,2024-02-14,https://www.sec.gov/Archives/edgar/data/5272/0000005272-24-000023.txt
American International Group,AIG,0000005272,2025-02-13,https://www.sec.gov/Archives/edgar/data/5272/0000005272-25-000012.txt
Assurant,AIZ,0001267238,2022-02-22,https://www.sec.gov/Archives/edgar/data/1267238/0001267238-22-000006.txt
Assurant,AIZ,0001267238,2023-02-17,https://www.sec.gov/Archives/edgar/data/1267238/0001267238-23-000007.txt
Assurant,AIZ,0001267238,2024-02-15,https://www.sec.gov/Archives/edgar/data/1267238/0001267238-24-000008.txt
Assurant,AIZ,0001267238,2025-02-20,https://www.sec.gov/Archives/edgar/data/1267238/0001267238-25-000008.txt
Arthur J. Gallagher,AJG,0000354190,2022-02-18,https://www.sec.gov/Archives/edgar/data/354190/0001564590-22-005714.txt
Arthur J. Gallagher,AJG,0000354190,2023-02-10,https://www.sec.gov/Archives/edgar/data/354190/0000950170-23-002456.txt
Arthur J. Gallagher,AJG,0000354190,2024-02-09,https://www.sec.gov/Archives/edgar/data/354190/0000950170-24-013370.txt
Arthur J. Gallagher,AJG,0000354190,2025-02-18,https://www.sec.gov/Archives/edgar/data/354190/0000950170-25-021775.txt
Alaska Air Group,ALK,0000766421,2022-02-11,https://www.sec.gov/Archives/edgar/data/766421/0000766421-22-000009.txt
Alaska Air Group,ALK,0000766421,2023-02-13,https://www.sec.gov/Archives/edgar/data/766421/0000766421-23-000009.txt
Alaska Air Group,ALK,0000766421,2024-02-14,https://www.sec.gov/Archives/edgar/data/766421/0000766421-24-000012.txt
Alaska Air Group,ALK,0000766421,2025-02-14,https://www.sec.gov/Archives/edgar/data/766421/0000766421-25-000009.txt
Allstate,ALL,0000899051,2022-02-18,https://www.sec.gov/Archives/edgar/data/899051/0000899051-22-000015.txt
Allstate,ALL,0000899051,2023-02-16,https://www.sec.gov/Archives/edgar/data/899051/0000899051-23-000020.txt
Allstate,ALL,0000899051,2024-02-21,https://www.sec.gov/Archives/edgar/data/899051/0000899051-24-000013.txt
Allstate,ALL,0000899051,2025-02-24,https://www.sec.gov/Archives/edgar/data/899051/0000899051-25-000015.txt
Ally Financial,ALLY,0000040729,2022-02-25,https://www.sec.gov/Archives/edgar/data/40729/0000040729-22-000007.txt
Ally Financial,ALLY,0000040729,2023-02-24,https://www.sec.gov/Archives/edgar/data/40729/0000040729-23-000005.txt
Ally Financial,ALLY,0000040729,2024-02-20,https://www.sec.gov/Archives/edgar/data/40729/0000040729-24-000004.txt
Ally Financial,ALLY,0000040729,2025-02-19,https://www.sec.gov/Archives/edgar/data/40729/0000040729-25-000006.txt
Autoliv,ALV,0001034670,2022-02-22,https://www.sec.gov/Archives/edgar/data/1034670/0000950170-22-001528.txt
Autoliv,ALV,0001034670,2023-02-16,https://www.sec.gov/Archives/edgar/data/1034670/0000950170-23-002977.txt
Autoliv,ALV,0001034670,2024-02-20,https://www.sec.gov/Archives/edgar/data/1034670/0000950170-24-016787.txt
Autoliv,ALV,0001034670,2025-02-20,https://www.sec.gov/Archives/edgar/data/1034670/0000950170-25-023852.txt
Applied Materials,AMAT,0000006951,2022-12-16,https://www.sec.gov/Archives/edgar/data/6951/0000006951-22-000043.txt
Applied Materials,AMAT,0000006951,2023-12-15,https://www.sec.gov/Archives/edgar/data/6951/0000006951-23-000041.txt
Applied Materials,AMAT,0000006951,2024-12-13,https://www.sec.gov/Archives/edgar/data/6951/0000006951-24-000044.txt
Applied Materials,AMAT,0000006951,2025-12-12,https://www.sec.gov/Archives/edgar/data/6951/0001628280-25-056742.txt
Advanced Micro Devices,AMD,0000002488,2022-02-03,https://www.sec.gov/Archives/edgar/data/2488/0000002488-22-000016.txt
Advanced Micro Devices,AMD,0000002488,2023-02-27,https://www.sec.gov/Archives/edgar/data/2488/0000002488-23-000047.txt
Advanced Micro Devices,AMD,0000002488,2024-01-31,https://www.sec.gov/Archives/edgar/data/2488/0000002488-24-000012.txt
Advanced Micro Devices,AMD,0000002488,2025-02-05,https://www.sec.gov/Archives/edgar/data/2488/0000002488-25-000012.txt
Amgen,AMGN,0000318154,2022-02-16,https://www.sec.gov/Archives/edgar/data/318154/0000318154-22-000010.txt
Amgen,AMGN,0000318154,2023-02-09,https://www.sec.gov/Archives/edgar/data/318154/0000318154-23-000017.txt
Amgen,AMGN,0000318154,2024-02-14,https://www.sec.gov/Archives/edgar/data/318154/0000318154-24-000011.txt
Amgen,AMGN,0000318154,2025-02-14,https://www.sec.gov/Archives/edgar/data/318154/0000318154-25-000010.txt
Ameriprise Financial,AMP,0000820027,2022-02-25,https://www.sec.gov/Archives/edgar/data/820027/0000820027-22-000016.txt
Ameriprise Financial,AMP,0000820027,2023-02-23,https://www.sec.gov/Archives/edgar/data/820027/0000820027-23-000014.txt
Ameriprise Financial,AMP,0000820027,2024-02-22,https://www.sec.gov/Archives/edgar/data/820027/0000820027-24-000015.txt
Ameriprise Financial,AMP,0000820027,2025-02-20,https://www.sec.gov/Archives/edgar/data/820027/0000820027-25-000013.txt
A-Mark Precious Metals,AMRK,0001591588,2022-09-02,https://www.sec.gov/Archives/edgar/data/1591588/0000950170-22-018068.txt
A-Mark Precious Metals,AMRK,0001591588,2023-09-12,https://www.sec.gov/Archives/edgar/data/1591588/0000950170-23-047575.txt
A-Mark Precious Metals,AMRK,0001591588,2024-09-13,https://www.sec.gov/Archives/edgar/data/1591588/0000950170-24-106317.txt
A-Mark Precious Metals,AMRK,0001591588,2025-09-11,https://www.sec.gov/Archives/edgar/data/1591588/0001193125-25-200462.txt
American Tower,AMT,0001053507,2022-02-25,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-22-000017.txt
American Tower,AMT,0001053507,2023-02-23,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-23-000023.txt
American Tower,AMT,0001053507,2024-02-27,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-24-000011.txt
American Tower,AMT,0001053507,2025-02-25,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-25-000025.txt
Amazon.com,AMZN,0001018724,2022-02-04,https://www.sec.gov/Archives/edgar/data/1018724/0001018724-22-000005.txt
Amazon.com,AMZN,0001018724,2023-02-03,https://www.sec.gov/Archives/edgar/data/1018724/0001018724-23-000004.txt
Amazon.com,AMZN,0001018724,2024-02-02,https://www.sec.gov/Archives/edgar/data/1018724/0001018724-24-000008.txt
Amazon.com,AMZN,0001018724,2025-02-07,https://www.sec.gov/Archives/edgar/data/1018724/0001018724-25-000004.txt
AutoNation,AN,0000350698,2022-02-17,https://www.sec.gov/Archives/edgar/data/350698/0000350698-22-000025.txt
AutoNation,AN,0000350698,2023-02-17,https://www.sec.gov/Archives/edgar/data/350698/0000350698-23-000026.txt
AutoNation,AN,0000350698,2024-02-16,https://www.sec.gov/Archives/edgar/data/350698/0000350698-24-000021.txt
AutoNation,AN,0000350698,2025-02-14,https://www.sec.gov/Archives/edgar/data/350698/0000350698-25-000029.txt
Andersons,ANDE,0000821026,2022-02-24,https://www.sec.gov/Archives/edgar/data/821026/0000821026-22-000050.txt
Andersons,ANDE,0000821026,2023-02-23,https://www.sec.gov/Archives/edgar/data/821026/0000821026-23-000068.txt
Andersons,ANDE,0000821026,2024-02-21,https://www.sec.gov/Archives/edgar/data/821026/0000821026-24-000071.txt
Andersons,ANDE,0000821026,2025-02-19,https://www.sec.gov/Archives/edgar/data/821026/0000821026-25-000050.txt
APA,APA,0001841666,2022-02-22,https://www.sec.gov/Archives/edgar/data/1841666/0001784031-22-000009.txt
APA,APA,0001841666,2023-02-23,https://www.sec.gov/Archives/edgar/data/1841666/0001784031-23-000007.txt
APA,APA,0001841666,2024-02-22,https://www.sec.gov/Archives/edgar/data/1841666/0001784031-24-000003.txt
APA,APA,0001841666,2025-02-28,https://www.sec.gov/Archives/edgar/data/1841666/0002040266-25-000007.txt
Air Products & Chemicals,APD,0000002969,2022-11-22,https://www.sec.gov/Archives/edgar/data/2969/0000002969-22-000054.txt
Air Products & Chemicals,APD,0000002969,2023-11-16,https://www.sec.gov/Archives/edgar/data/2969/0000002969-23-000047.txt
Air Products & Chemicals,APD,0000002969,2024-11-21,https://www.sec.gov/Archives/edgar/data/2969/0000002969-24-000056.txt
Air Products & Chemicals,APD,0000002969,2025-11-20,https://www.sec.gov/Archives/edgar/data/2969/0000002969-25-000055.txt
Amphenol,APH,0000820313,2022-02-09,https://www.sec.gov/Archives/edgar/data/820313/0001558370-22-000961.txt
Amphenol,APH,0000820313,2023-02-08,https://www.sec.gov/Archives/edgar/data/820313/0001558370-23-001036.txt
Amphenol,APH,0000820313,2024-02-07,https://www.sec.gov/Archives/edgar/data/820313/0001558370-24-000866.txt
Amphenol,APH,0000820313,2025-02-07,https://www.sec.gov/Archives/edgar/data/820313/0001558370-25-000714.txt
Apollo Global Management,APO,0001858681,2023-03-01,https://www.sec.gov/Archives/edgar/data/1858681/0001858681-23-000007.txt
Apollo Global Management,APO,0001858681,2024-02-27,https://www.sec.gov/Archives/edgar/data/1858681/0001858681-24-000031.txt
Apollo Global Management,APO,0001858681,2025-02-24,https://www.sec.gov/Archives/edgar/data/1858681/0001858681-25-000034.txt
ARKO,ARKO,0001823794,2022-02-25,https://www.sec.gov/Archives/edgar/data/1823794/0000950170-22-002099.txt
ARKO,ARKO,0001823794,2023-02-28,https://www.sec.gov/Archives/edgar/data/1823794/0000950170-23-004783.txt
ARKO,ARKO,0001823794,2024-02-27,https://www.sec.gov/Archives/edgar/data/1823794/0000950170-24-021416.txt
ARKO,ARKO,0001823794,2025-02-26,https://www.sec.gov/Archives/edgar/data/1823794/0000950170-25-027737.txt
Aramark,ARMK,0001584509,2022-11-22,https://www.sec.gov/Archives/edgar/data/1584509/0001584509-22-000236.txt
Aramark,ARMK,0001584509,2023-11-21,https://www.sec.gov/Archives/edgar/data/1584509/0001584509-23-000237.txt
Aramark,ARMK,0001584509,2024-11-19,https://www.sec.gov/Archives/edgar/data/1584509/0001584509-24-000212.txt
Aramark,ARMK,0001584509,2025-11-25,https://www.sec.gov/Archives/edgar/data/1584509/0001584509-25-000219.txt
Arrow Electronics,ARW,0000007536,2022-02-11,https://www.sec.gov/Archives/edgar/data/7536/0001859644-22-000008.txt
Arrow Electronics,ARW,0000007536,2023-02-09,https://www.sec.gov/Archives/edgar/data/7536/0001859644-23-000005.txt
Arrow Electronics,ARW,0000007536,2024-02-13,https://www.sec.gov/Archives/edgar/data/7536/0001558370-24-001018.txt
Arrow Electronics,ARW,0000007536,2025-02-11,https://www.sec.gov/Archives/edgar/data/7536/0001558370-25-000781.txt
Altice USA,ATUS,0001702780,2022-02-16,https://www.sec.gov/Archives/edgar/data/1702780/0001628280-22-002873.txt
Altice USA,ATUS,0001702780,2023-02-23,https://www.sec.gov/Archives/edgar/data/1702780/0001628280-23-004614.txt
Altice USA,ATUS,0001702780,2024-02-15,https://www.sec.gov/Archives/edgar/data/1702780/0001628280-24-004863.txt
Altice USA,ATUS,0001702780,2025-02-13,https://www.sec.gov/Archives/edgar/data/1702780/0001628280-25-005486.txt
Broadcom,AVGO,0001730168,2022-12-16,https://www.sec.gov/Archives/edgar/data/1730168/0001730168-22-000118.txt
Broadcom,AVGO,0001730168,2023-12-14,https://www.sec.gov/Archives/edgar/data/1730168/0001730168-23-000096.txt
Broadcom,AVGO,0001730168,2024-12-20,https://www.sec.gov/Archives/edgar/data/1730168/0001730168-24-000139.txt
Broadcom,AVGO,0001730168,2025-12-18,https://www.sec.gov/Archives/edgar/data/1730168/0001730168-25-000121.txt
Avnet,AVT,0000008858,2022-08-12,https://www.sec.gov/Archives/edgar/data/8858/0000008858-22-000031.txt
Avnet,AVT,0000008858,2023-08-18,https://www.sec.gov/Archives/edgar/data/8858/0000008858-23-000029.txt
Avnet,AVT,0000008858,2024-08-14,https://www.sec.gov/Archives/edgar/data/8858/0000008858-24-000030.txt
Avnet,AVT,0000008858,2025-08-15,https://www.sec.gov/Archives/edgar/data/8858/0000008858-25-000028.txt
Avery Dennison,AVY,0000008818,2022-02-23,https://www.sec.gov/Archives/edgar/data/8818/0001193125-22-049910.txt
Avery Dennison,AVY,0000008818,2023-02-22,https://www.sec.gov/Archives/edgar/data/8818/0000008818-23-000002.txt
Avery Dennison,AVY,0000008818,2024-02-21,https://www.sec.gov/Archives/edgar/data/8818/0000008818-24-000003.txt
Avery Dennison,AVY,0000008818,2025-02-26,https://www.sec.gov/Archives/edgar/data/8818/0000008818-25-000003.txt
American Express,AXP,0000004962,2022-02-11,https://www.sec.gov/Archives/edgar/data/4962/0000004962-22-000008.txt
American Express,AXP,0000004962,2023-02-10,https://www.sec.gov/Archives/edgar/data/4962/0000004962-23-000006.txt
American Express,AXP,0000004962,2024-02-09,https://www.sec.gov/Archives/edgar/data/4962/0000004962-24-000013.txt
American Express,AXP,0000004962,2025-02-07,https://www.sec.gov/Archives/edgar/data/4962/0000004962-25-000016.txt
AutoZone,AZO,0000866787,2022-10-24,https://www.sec.gov/Archives/edgar/data/866787/0001558370-22-015239.txt
AutoZone,AZO,0000866787,2023-10-24,https://www.sec.gov/Archives/edgar/data/866787/0001558370-23-016668.txt
AutoZone,AZO,0000866787,2024-10-28,https://www.sec.gov/Archives/edgar/data/866787/0001558370-24-013758.txt
AutoZone,AZO,0000866787,2025-10-27,https://www.sec.gov/Archives/edgar/data/866787/0001104659-25-102611.txt
Boeing,BA,0000012927,2022-01-31,https://www.sec.gov/Archives/edgar/data/12927/0000012927-22-000010.txt
Boeing,BA,0000012927,2023-01-27,https://www.sec.gov/Archives/edgar/data/12927/0000012927-23-000007.txt
Boeing,BA,0000012927,2024-01-31,https://www.sec.gov/Archives/edgar/data/12927/0000012927-24-000010.txt
Boeing,BA,0000012927,2025-02-03,https://www.sec.gov/Archives/edgar/data/12927/0000012927-25-000015.txt
Bank of America,BAC,0000070858,2022-02-22,https://www.sec.gov/Archives/edgar/data/70858/0000070858-22-000062.txt
Bank of America,BAC,0000070858,2023-02-22,https://www.sec.gov/Archives/edgar/data/70858/0000070858-23-000092.txt
Bank of America,BAC,0000070858,2024-02-20,https://www.sec.gov/Archives/edgar/data/70858/0000070858-24-000122.txt
Bank of America,BAC,0000070858,2025-02-25,https://www.sec.gov/Archives/edgar/data/70858/0000070858-25-000139.txt
Booz Allen Hamilton Holding,BAH,0001443646,2022-05-20,https://www.sec.gov/Archives/edgar/data/1443646/0001443646-22-000058.txt
Booz Allen Hamilton Holding,BAH,0001443646,2023-05-26,https://www.sec.gov/Archives/edgar/data/1443646/0001443646-23-000089.txt
Booz Allen Hamilton Holding,BAH,0001443646,2024-05-24,https://www.sec.gov/Archives/edgar/data/1443646/0001443646-24-000075.txt
Booz Allen Hamilton Holding,BAH,0001443646,2025-05-23,https://www.sec.gov/Archives/edgar/data/1443646/0001443646-25-000076.txt
Ball,BALL,0000009389,2022-02-16,https://www.sec.gov/Archives/edgar/data/9389/0001558370-22-001251.txt
Ball,BALL,0000009389,2023-02-21,https://www.sec.gov/Archives/edgar/data/9389/0000009389-23-000011.txt
Ball,BALL,0000009389,2024-02-20,https://www.sec.gov/Archives/edgar/data/9389/0001558370-24-001349.txt
Ball,BALL,0000009389,2025-02-20,https://www.sec.gov/Archives/edgar/data/9389/0001558370-25-001190.txt
Baxter International,BAX,0000010456,2022-02-23,https://www.sec.gov/Archives/edgar/data/10456/0001628280-22-003432.txt
Baxter International,BAX,0000010456,2023-02-09,https://www.sec.gov/Archives/edgar/data/10456/0001628280-23-002864.txt
Baxter International,BAX,0000010456,2024-02-08,https://www.sec.gov/Archives/edgar/data/10456/0001628280-24-003932.txt
Baxter International,BAX,0000010456,2025-02-21,https://www.sec.gov/Archives/edgar/data/10456/0001628280-25-007201.txt
Best Buy,BBY,0000764478,2022-03-18,https://www.sec.gov/Archives/edgar/data/764478/0000764478-22-000008.txt
Best Buy,BBY,0000764478,2023-03-17,https://www.sec.gov/Archives/edgar/data/764478/0000764478-23-000006.txt
Best Buy,BBY,0000764478,2024-03-15,https://www.sec.gov/Archives/edgar/data/764478/0000764478-24-000010.txt
Best Buy,BBY,0000764478,2025-03-19,https://www.sec.gov/Archives/edgar/data/764478/0000764478-25-000007.txt
Becton Dickinson,BDX,0000010795,2022-11-22,https://www.sec.gov/Archives/edgar/data/10795/0001628280-22-030686.txt
Becton Dickinson,BDX,0000010795,2023-11-21,https://www.sec.gov/Archives/edgar/data/10795/0000010795-23-000098.txt
Becton Dickinson,BDX,0000010795,2024-11-27,https://www.sec.gov/Archives/edgar/data/10795/0000010795-24-000084.txt
Becton Dickinson,BDX,0000010795,2025-11-25,https://www.sec.gov/Archives/edgar/data/10795/0000010795-25-000099.txt
Franklin Resources,BEN,0000038777,2022-11-14,https://www.sec.gov/Archives/edgar/data/38777/0000038777-22-000198.txt
Franklin Resources,BEN,0000038777,2023-11-14,https://www.sec.gov/Archives/edgar/data/38777/0000038777-23-000169.txt
Franklin Resources,BEN,0000038777,2024-11-12,https://www.sec.gov/Archives/edgar/data/38777/0000038777-24-000206.txt
Franklin Resources,BEN,0000038777,2025-11-10,https://www.sec.gov/Archives/edgar/data/38777/0000038777-25-000238.txt
Biogen,BIIB,0000875045,2022-02-03,https://www.sec.gov/Archives/edgar/data/875045/0000875045-22-000007.txt
Biogen,BIIB,0000875045,2023-02-15,https://www.sec.gov/Archives/edgar/data/875045/0000875045-23-000009.txt
Biogen,BIIB,0000875045,2024-02-14,https://www.sec.gov/Archives/edgar/data/875045/0000875045-24-000009.txt
Biogen,BIIB,0000875045,2025-02-12,https://www.sec.gov/Archives/edgar/data/875045/0000875045-25-000009.txt
BJ's Wholesale Club,BJ,0001531152,2022-03-17,https://www.sec.gov/Archives/edgar/data/1531152/0001531152-22-000007.txt
BJ's Wholesale Club,BJ,0001531152,2023-03-16,https://www.sec.gov/Archives/edgar/data/1531152/0001531152-23-000026.txt
BJ's Wholesale Club,BJ,0001531152,2024-03-18,https://www.sec.gov/Archives/edgar/data/1531152/0001531152-24-000026.txt
